year,Zip Code,Highest Offense Description,Reports
2009,78610,Aggravated Assault,1
2009,78610,Other,7
2009,78610,Theft,1
2009,78613,Aggravated Assault,11
2009,78613,Burglary,55
2009,78613,Manslaughter,1
2009,78613,Motor Vehicle Theft,7
2009,78613,Other,131
2009,78613,Robbery,5
2009,78613,Sexual Assault,3
2009,78613,Theft,248
2009,78617,Aggravated Assault,137
2009,78617,Burglary,140
2009,78617,Motor Vehicle Theft,12
2009,78617,Other,661
2009,78617,Robbery,2
2009,78617,Sexual Assault,18
2009,78617,Theft,126
2009,78641,Other,3
2009,78641,Theft,1
2009,78652,Aggravated Assault,1
2009,78652,Burglary,5
2009,78652,Manslaughter,1
2009,78652,Motor Vehicle Theft,1
2009,78652,Other,22
2009,78652,Theft,3
2009,78653,Aggravated Assault,13
2009,78653,Burglary,35
2009,78653,Other,52
2009,78653,Theft,10
2009,78660,Aggravated Assault,20
2009,78660,Arson,1
2009,78660,Burglary,59
2009,78660,Motor Vehicle Theft,9
2009,78660,Other,183
2009,78660,Robbery,2
2009,78660,Sexual Assault,1
2009,78660,Theft,80
2009,78664,Aggravated Assault,4
2009,78664,Burglary,1
2009,78664,Other,10
2009,78664,Sexual Assault,1
2009,78681,Burglary,1
2009,78681,Other,10
2009,78681,Theft,1
2009,78701,Aggravated Assault,851
2009,78701,Arson,3
2009,78701,Burglary,792
2009,78701,Manslaughter,1
2009,78701,Motor Vehicle Theft,71
2009,78701,Other,8683
2009,78701,Robbery,69
2009,78701,Sexual Assault,56
2009,78701,Theft,1372
2009,78702,Aggravated Assault,843
2009,78702,Arson,5
2009,78702,Burglary,1215
2009,78702,Motor Vehicle Theft,100
2009,78702,Murder,3
2009,78702,Other,5799
2009,78702,Robbery,91
2009,78702,Sexual Assault,62
2009,78702,Theft,925
2009,78703,Aggravated Assault,76
2009,78703,Burglary,651
2009,78703,Motor Vehicle Theft,36
2009,78703,Other,1274
2009,78703,Robbery,4
2009,78703,Sexual Assault,8
2009,78703,Theft,356
2009,78704,Aggravated Assault,660
2009,78704,Arson,5
2009,78704,Burglary,1935
2009,78704,Manslaughter,1
2009,78704,Motor Vehicle Theft,132
2009,78704,Other,5672
2009,78704,Robbery,72
2009,78704,Sexual Assault,70
2009,78704,Theft,1456
2009,78705,Aggravated Assault,205
2009,78705,Arson,3
2009,78705,Burglary,1025
2009,78705,Motor Vehicle Theft,49
2009,78705,Murder,1
2009,78705,Other,2185
2009,78705,Robbery,13
2009,78705,Sexual Assault,28
2009,78705,Theft,703
2009,78712,Aggravated Assault,1
2009,78712,Burglary,3
2009,78712,Other,17
2009,78712,Theft,8
2009,78717,Aggravated Assault,53
2009,78717,Burglary,115
2009,78717,Motor Vehicle Theft,4
2009,78717,Other,433
2009,78717,Robbery,1
2009,78717,Sexual Assault,4
2009,78717,Theft,142
2009,78719,Aggravated Assault,19
2009,78719,Burglary,16
2009,78719,Motor Vehicle Theft,22
2009,78719,Other,470
2009,78719,Robbery,1
2009,78719,Sexual Assault,1
2009,78719,Theft,93
2009,78721,Aggravated Assault,463
2009,78721,Arson,2
2009,78721,Burglary,346
2009,78721,Motor Vehicle Theft,33
2009,78721,Murder,1
2009,78721,Other,1956
2009,78721,Robbery,20
2009,78721,Sexual Assault,52
2009,78721,Theft,289
2009,78722,Aggravated Assault,105
2009,78722,Arson,1
2009,78722,Burglary,323
2009,78722,Motor Vehicle Theft,26
2009,78722,Other,737
2009,78722,Robbery,15
2009,78722,Sexual Assault,9
2009,78722,Theft,270
2009,78723,Aggravated Assault,875
2009,78723,Arson,2
2009,78723,Burglary,1235
2009,78723,Manslaughter,2
2009,78723,Motor Vehicle Theft,139
2009,78723,Murder,1
2009,78723,Other,4302
2009,78723,Robbery,139
2009,78723,Sexual Assault,94
2009,78723,Theft,1013
2009,78724,Aggravated Assault,328
2009,78724,Arson,1
2009,78724,Burglary,409
2009,78724,Motor Vehicle Theft,52
2009,78724,Murder,1
2009,78724,Other,1398
2009,78724,Robbery,35
2009,78724,Sexual Assault,44
2009,78724,Theft,233
2009,78725,Aggravated Assault,26
2009,78725,Burglary,20
2009,78725,Motor Vehicle Theft,1
2009,78725,Other,140
2009,78725,Sexual Assault,8
2009,78725,Theft,32
2009,78726,Aggravated Assault,96
2009,78726,Arson,1
2009,78726,Burglary,146
2009,78726,Motor Vehicle Theft,11
2009,78726,Other,490
2009,78726,Robbery,2
2009,78726,Sexual Assault,6
2009,78726,Theft,130
2009,78727,Aggravated Assault,198
2009,78727,Arson,2
2009,78727,Burglary,538
2009,78727,Motor Vehicle Theft,30
2009,78727,Other,1358
2009,78727,Robbery,13
2009,78727,Sexual Assault,18
2009,78727,Theft,293
2009,78728,Aggravated Assault,8
2009,78728,Burglary,5
2009,78728,Motor Vehicle Theft,2
2009,78728,Other,55
2009,78728,Sexual Assault,1
2009,78728,Theft,23
2009,78729,Aggravated Assault,138
2009,78729,Arson,1
2009,78729,Burglary,165
2009,78729,Motor Vehicle Theft,13
2009,78729,Other,853
2009,78729,Robbery,10
2009,78729,Sexual Assault,14
2009,78729,Theft,251
2009,78730,Aggravated Assault,20
2009,78730,Burglary,41
2009,78730,Motor Vehicle Theft,4
2009,78730,Other,89
2009,78730,Robbery,1
2009,78730,Sexual Assault,1
2009,78730,Theft,19
2009,78731,Aggravated Assault,83
2009,78731,Arson,1
2009,78731,Burglary,634
2009,78731,Motor Vehicle Theft,19
2009,78731,Other,916
2009,78731,Robbery,7
2009,78731,Sexual Assault,8
2009,78731,Theft,243
2009,78732,Aggravated Assault,2
2009,78732,Burglary,2
2009,78732,Other,10
2009,78732,Theft,2
2009,78733,Burglary,1
2009,78733,Other,9
2009,78733,Theft,3
2009,78734,Aggravated Assault,2
2009,78734,Other,5
2009,78734,Sexual Assault,2
2009,78734,Theft,1
2009,78735,Aggravated Assault,73
2009,78735,Burglary,274
2009,78735,Motor Vehicle Theft,5
2009,78735,Other,519
2009,78735,Robbery,5
2009,78735,Sexual Assault,8
2009,78735,Theft,141
2009,78736,Aggravated Assault,12
2009,78736,Burglary,64
2009,78736,Motor Vehicle Theft,3
2009,78736,Other,146
2009,78736,Sexual Assault,2
2009,78736,Theft,24
2009,78737,Aggravated Assault,1
2009,78737,Burglary,4
2009,78737,Other,14
2009,78737,Theft,2
2009,78738,Other,3
2009,78738,Sexual Assault,1
2009,78739,Aggravated Assault,11
2009,78739,Burglary,115
2009,78739,Motor Vehicle Theft,3
2009,78739,Other,217
2009,78739,Sexual Assault,1
2009,78739,Theft,30
2009,78741,Aggravated Assault,1538
2009,78741,Arson,8
2009,78741,Burglary,2100
2009,78741,Motor Vehicle Theft,217
2009,78741,Murder,3
2009,78741,Other,8365
2009,78741,Robbery,241
2009,78741,Sexual Assault,147
2009,78741,Theft,1458
2009,78742,Aggravated Assault,37
2009,78742,Burglary,27
2009,78742,Motor Vehicle Theft,6
2009,78742,Other,115
2009,78742,Robbery,1
2009,78742,Sexual Assault,2
2009,78742,Theft,26
2009,78744,Aggravated Assault,781
2009,78744,Arson,5
2009,78744,Burglary,1425
2009,78744,Motor Vehicle Theft,130
2009,78744,Other,4946
2009,78744,Robbery,50
2009,78744,Sexual Assault,120
2009,78744,Theft,912
2009,78745,Aggravated Assault,854
2009,78745,Arson,7
2009,78745,Burglary,2011
2009,78745,Motor Vehicle Theft,132
2009,78745,Murder,4
2009,78745,Other,5848
2009,78745,Robbery,92
2009,78745,Sexual Assault,110
2009,78745,Theft,1325
2009,78746,Aggravated Assault,62
2009,78746,Arson,1
2009,78746,Burglary,533
2009,78746,Motor Vehicle Theft,24
2009,78746,Other,640
2009,78746,Robbery,5
2009,78746,Sexual Assault,10
2009,78746,Theft,527
2009,78747,Aggravated Assault,76
2009,78747,Burglary,215
2009,78747,Motor Vehicle Theft,13
2009,78747,Other,480
2009,78747,Robbery,2
2009,78747,Sexual Assault,10
2009,78747,Theft,68
2009,78748,Aggravated Assault,351
2009,78748,Arson,3
2009,78748,Burglary,923
2009,78748,Motor Vehicle Theft,44
2009,78748,Other,2390
2009,78748,Robbery,20
2009,78748,Sexual Assault,29
2009,78748,Theft,774
2009,78749,Aggravated Assault,174
2009,78749,Burglary,659
2009,78749,Motor Vehicle Theft,25
2009,78749,Murder,1
2009,78749,Other,1474
2009,78749,Robbery,7
2009,78749,Sexual Assault,19
2009,78749,Theft,440
2009,78750,Aggravated Assault,132
2009,78750,Burglary,300
2009,78750,Motor Vehicle Theft,12
2009,78750,Other,1242
2009,78750,Robbery,7
2009,78750,Sexual Assault,25
2009,78750,Theft,239
2009,78751,Aggravated Assault,764
2009,78751,Arson,3
2009,78751,Burglary,783
2009,78751,Motor Vehicle Theft,46
2009,78751,Other,1885
2009,78751,Robbery,27
2009,78751,Sexual Assault,25
2009,78751,Theft,610
2009,78752,Aggravated Assault,486
2009,78752,Arson,2
2009,78752,Burglary,884
2009,78752,Motor Vehicle Theft,93
2009,78752,Murder,2
2009,78752,Other,2960
2009,78752,Robbery,73
2009,78752,Sexual Assault,49
2009,78752,Theft,779
2009,78753,Aggravated Assault,1099
2009,78753,Arson,6
2009,78753,Burglary,1560
2009,78753,Motor Vehicle Theft,195
2009,78753,Murder,2
2009,78753,Other,6291
2009,78753,Robbery,152
2009,78753,Sexual Assault,87
2009,78753,Theft,1774
2009,78754,Aggravated Assault,138
2009,78754,Arson,3
2009,78754,Burglary,342
2009,78754,Motor Vehicle Theft,32
2009,78754,Other,831
2009,78754,Robbery,12
2009,78754,Sexual Assault,11
2009,78754,Theft,180
2009,78756,Aggravated Assault,63
2009,78756,Arson,1
2009,78756,Burglary,253
2009,78756,Motor Vehicle Theft,20
2009,78756,Other,596
2009,78756,Robbery,5
2009,78756,Sexual Assault,14
2009,78756,Theft,208
2009,78757,Aggravated Assault,270
2009,78757,Arson,2
2009,78757,Burglary,800
2009,78757,Motor Vehicle Theft,61
2009,78757,Other,1932
2009,78757,Robbery,28
2009,78757,Sexual Assault,27
2009,78757,Theft,466
2009,78758,Aggravated Assault,1047
2009,78758,Arson,6
2009,78758,Burglary,1616
2009,78758,Motor Vehicle Theft,160
2009,78758,Murder,2
2009,78758,Other,5489
2009,78758,Robbery,135
2009,78758,Sexual Assault,121
2009,78758,Theft,1324
2009,78759,Aggravated Assault,228
2009,78759,Arson,5
2009,78759,Burglary,1192
2009,78759,Motor Vehicle Theft,63
2009,78759,Other,2233
2009,78759,Robbery,14
2009,78759,Sexual Assault,17
2009,78759,Theft,690
2010,78610,Other,7
2010,78610,Theft,1
2010,78613,Aggravated Assault,20
2010,78613,Burglary,47
2010,78613,Motor Vehicle Theft,9
2010,78613,Other,139
2010,78613,Robbery,5
2010,78613,Sexual Assault,1
2010,78613,Theft,233
2010,78617,Aggravated Assault,125
2010,78617,Arson,4
2010,78617,Burglary,167
2010,78617,Motor Vehicle Theft,6
2010,78617,Murder,1
2010,78617,Other,688
2010,78617,Robbery,7
2010,78617,Sexual Assault,14
2010,78617,Theft,120
2010,78641,Aggravated Assault,1
2010,78641,Other,1
2010,78641,Theft,1
2010,78652,Burglary,5
2010,78652,Other,21
2010,78652,Theft,3
2010,78653,Aggravated Assault,13
2010,78653,Burglary,17
2010,78653,Motor Vehicle Theft,3
2010,78653,Other,73
2010,78653,Sexual Assault,1
2010,78653,Theft,10
2010,78660,Aggravated Assault,24
2010,78660,Burglary,57
2010,78660,Motor Vehicle Theft,13
2010,78660,Other,176
2010,78660,Robbery,3
2010,78660,Sexual Assault,2
2010,78660,Theft,75
2010,78664,Other,11
2010,78664,Sexual Assault,1
2010,78681,Aggravated Assault,1
2010,78681,Other,6
2010,78701,Aggravated Assault,814
2010,78701,Arson,4
2010,78701,Burglary,619
2010,78701,Motor Vehicle Theft,66
2010,78701,Other,7310
2010,78701,Robbery,53
2010,78701,Sexual Assault,51
2010,78701,Theft,1255
2010,78702,Aggravated Assault,695
2010,78702,Arson,6
2010,78702,Burglary,1126
2010,78702,Manslaughter,1
2010,78702,Motor Vehicle Theft,91
2010,78702,Other,5676
2010,78702,Robbery,102
2010,78702,Sexual Assault,66
2010,78702,Theft,886
2010,78703,Aggravated Assault,89
2010,78703,Arson,1
2010,78703,Burglary,485
2010,78703,Motor Vehicle Theft,24
2010,78703,Other,1185
2010,78703,Robbery,5
2010,78703,Sexual Assault,9
2010,78703,Theft,379
2010,78704,Aggravated Assault,637
2010,78704,Arson,9
2010,78704,Burglary,1760
2010,78704,Motor Vehicle Theft,120
2010,78704,Other,5625
2010,78704,Robbery,78
2010,78704,Sexual Assault,62
2010,78704,Theft,1530
2010,78705,Aggravated Assault,221
2010,78705,Burglary,967
2010,78705,Motor Vehicle Theft,48
2010,78705,Other,1989
2010,78705,Robbery,23
2010,78705,Sexual Assault,44
2010,78705,Theft,668
2010,78712,Burglary,4
2010,78712,Other,22
2010,78712,Theft,8
2010,78717,Aggravated Assault,54
2010,78717,Burglary,97
2010,78717,Motor Vehicle Theft,11
2010,78717,Other,453
2010,78717,Robbery,2
2010,78717,Sexual Assault,6
2010,78717,Theft,145
2010,78719,Aggravated Assault,12
2010,78719,Burglary,15
2010,78719,Motor Vehicle Theft,4
2010,78719,Other,442
2010,78719,Sexual Assault,2
2010,78719,Theft,91
2010,78721,Aggravated Assault,393
2010,78721,Arson,5
2010,78721,Burglary,408
2010,78721,Motor Vehicle Theft,30
2010,78721,Murder,4
2010,78721,Other,2021
2010,78721,Robbery,35
2010,78721,Sexual Assault,30
2010,78721,Theft,294
2010,78722,Aggravated Assault,108
2010,78722,Burglary,241
2010,78722,Manslaughter,1
2010,78722,Motor Vehicle Theft,22
2010,78722,Other,723
2010,78722,Robbery,18
2010,78722,Sexual Assault,8
2010,78722,Theft,245
2010,78723,Aggravated Assault,758
2010,78723,Arson,7
2010,78723,Burglary,938
2010,78723,Motor Vehicle Theft,105
2010,78723,Murder,4
2010,78723,Other,3934
2010,78723,Robbery,106
2010,78723,Sexual Assault,99
2010,78723,Theft,967
2010,78724,Aggravated Assault,324
2010,78724,Arson,6
2010,78724,Burglary,369
2010,78724,Motor Vehicle Theft,39
2010,78724,Other,1348
2010,78724,Robbery,19
2010,78724,Sexual Assault,34
2010,78724,Theft,191
2010,78725,Aggravated Assault,19
2010,78725,Arson,1
2010,78725,Burglary,27
2010,78725,Motor Vehicle Theft,2
2010,78725,Other,121
2010,78725,Robbery,2
2010,78725,Sexual Assault,6
2010,78725,Theft,41
2010,78726,Aggravated Assault,74
2010,78726,Arson,1
2010,78726,Burglary,89
2010,78726,Motor Vehicle Theft,11
2010,78726,Other,474
2010,78726,Robbery,1
2010,78726,Sexual Assault,9
2010,78726,Theft,105
2010,78727,Aggravated Assault,181
2010,78727,Arson,1
2010,78727,Burglary,447
2010,78727,Motor Vehicle Theft,28
2010,78727,Other,1362
2010,78727,Robbery,11
2010,78727,Sexual Assault,12
2010,78727,Theft,365
2010,78728,Aggravated Assault,3
2010,78728,Burglary,5
2010,78728,Other,50
2010,78728,Theft,13
2010,78729,Aggravated Assault,135
2010,78729,Burglary,163
2010,78729,Motor Vehicle Theft,25
2010,78729,Other,842
2010,78729,Robbery,5
2010,78729,Sexual Assault,17
2010,78729,Theft,209
2010,78730,Aggravated Assault,18
2010,78730,Burglary,37
2010,78730,Motor Vehicle Theft,1
2010,78730,Other,92
2010,78730,Sexual Assault,3
2010,78730,Theft,27
2010,78731,Aggravated Assault,75
2010,78731,Arson,2
2010,78731,Burglary,439
2010,78731,Motor Vehicle Theft,14
2010,78731,Other,956
2010,78731,Robbery,6
2010,78731,Sexual Assault,19
2010,78731,Theft,275
2010,78732,Burglary,1
2010,78732,Other,11
2010,78732,Theft,6
2010,78733,Burglary,1
2010,78733,Other,9
2010,78733,Sexual Assault,1
2010,78733,Theft,2
2010,78734,Aggravated Assault,1
2010,78734,Other,4
2010,78735,Aggravated Assault,62
2010,78735,Burglary,168
2010,78735,Motor Vehicle Theft,9
2010,78735,Other,549
2010,78735,Robbery,4
2010,78735,Sexual Assault,6
2010,78735,Theft,145
2010,78736,Aggravated Assault,22
2010,78736,Burglary,72
2010,78736,Motor Vehicle Theft,2
2010,78736,Other,147
2010,78736,Robbery,2
2010,78736,Theft,37
2010,78737,Aggravated Assault,1
2010,78737,Burglary,2
2010,78737,Other,5
2010,78737,Sexual Assault,1
2010,78737,Theft,2
2010,78738,Other,3
2010,78739,Aggravated Assault,12
2010,78739,Burglary,96
2010,78739,Other,208
2010,78739,Sexual Assault,3
2010,78739,Theft,55
2010,78741,Aggravated Assault,1466
2010,78741,Arson,5
2010,78741,Burglary,2115
2010,78741,Manslaughter,1
2010,78741,Motor Vehicle Theft,226
2010,78741,Murder,3
2010,78741,Other,8285
2010,78741,Robbery,177
2010,78741,Sexual Assault,127
2010,78741,Theft,1534
2010,78742,Aggravated Assault,25
2010,78742,Burglary,22
2010,78742,Motor Vehicle Theft,2
2010,78742,Murder,1
2010,78742,Other,121
2010,78742,Robbery,2
2010,78742,Sexual Assault,3
2010,78742,Theft,26
2010,78744,Aggravated Assault,745
2010,78744,Arson,12
2010,78744,Burglary,1455
2010,78744,Manslaughter,1
2010,78744,Motor Vehicle Theft,123
2010,78744,Murder,3
2010,78744,Other,4987
2010,78744,Robbery,51
2010,78744,Sexual Assault,82
2010,78744,Theft,907
2010,78745,Aggravated Assault,848
2010,78745,Arson,11
2010,78745,Burglary,1738
2010,78745,Manslaughter,1
2010,78745,Motor Vehicle Theft,144
2010,78745,Murder,2
2010,78745,Other,5403
2010,78745,Robbery,46
2010,78745,Sexual Assault,83
2010,78745,Theft,1441
2010,78746,Aggravated Assault,54
2010,78746,Arson,1
2010,78746,Burglary,415
2010,78746,Motor Vehicle Theft,28
2010,78746,Other,752
2010,78746,Robbery,5
2010,78746,Sexual Assault,8
2010,78746,Theft,590
2010,78747,Aggravated Assault,75
2010,78747,Burglary,228
2010,78747,Motor Vehicle Theft,9
2010,78747,Other,457
2010,78747,Robbery,4
2010,78747,Sexual Assault,11
2010,78747,Theft,77
2010,78748,Aggravated Assault,350
2010,78748,Arson,5
2010,78748,Burglary,702
2010,78748,Motor Vehicle Theft,63
2010,78748,Murder,2
2010,78748,Other,2377
2010,78748,Robbery,19
2010,78748,Sexual Assault,37
2010,78748,Theft,1030
2010,78749,Aggravated Assault,183
2010,78749,Arson,2
2010,78749,Burglary,567
2010,78749,Motor Vehicle Theft,24
2010,78749,Murder,1
2010,78749,Other,1440
2010,78749,Robbery,10
2010,78749,Sexual Assault,22
2010,78749,Theft,542
2010,78750,Aggravated Assault,149
2010,78750,Burglary,284
2010,78750,Motor Vehicle Theft,16
2010,78750,Murder,1
2010,78750,Other,1157
2010,78750,Robbery,6
2010,78750,Sexual Assault,20
2010,78750,Theft,264
2010,78751,Aggravated Assault,891
2010,78751,Arson,3
2010,78751,Burglary,616
2010,78751,Motor Vehicle Theft,49
2010,78751,Murder,1
2010,78751,Other,1918
2010,78751,Robbery,20
2010,78751,Sexual Assault,39
2010,78751,Theft,654
2010,78752,Aggravated Assault,427
2010,78752,Arson,5
2010,78752,Burglary,839
2010,78752,Manslaughter,1
2010,78752,Motor Vehicle Theft,96
2010,78752,Murder,1
2010,78752,Other,2786
2010,78752,Robbery,65
2010,78752,Sexual Assault,43
2010,78752,Theft,673
2010,78753,Aggravated Assault,1036
2010,78753,Arson,8
2010,78753,Burglary,1719
2010,78753,Motor Vehicle Theft,234
2010,78753,Murder,4
2010,78753,Other,6729
2010,78753,Robbery,106
2010,78753,Sexual Assault,94
2010,78753,Theft,1832
2010,78754,Aggravated Assault,124
2010,78754,Burglary,294
2010,78754,Motor Vehicle Theft,28
2010,78754,Murder,1
2010,78754,Other,768
2010,78754,Robbery,9
2010,78754,Sexual Assault,8
2010,78754,Theft,205
2010,78756,Aggravated Assault,55
2010,78756,Arson,3
2010,78756,Burglary,219
2010,78756,Motor Vehicle Theft,22
2010,78756,Other,606
2010,78756,Robbery,4
2010,78756,Sexual Assault,14
2010,78756,Theft,198
2010,78757,Aggravated Assault,268
2010,78757,Arson,1
2010,78757,Burglary,758
2010,78757,Motor Vehicle Theft,57
2010,78757,Other,1920
2010,78757,Robbery,21
2010,78757,Sexual Assault,35
2010,78757,Theft,561
2010,78758,Aggravated Assault,1070
2010,78758,Arson,6
2010,78758,Burglary,1670
2010,78758,Motor Vehicle Theft,232
2010,78758,Murder,3
2010,78758,Other,5827
2010,78758,Robbery,147
2010,78758,Sexual Assault,98
2010,78758,Theft,1403
2010,78759,Aggravated Assault,239
2010,78759,Arson,1
2010,78759,Burglary,904
2010,78759,Motor Vehicle Theft,77
2010,78759,Murder,1
2010,78759,Other,2106
2010,78759,Robbery,17
2010,78759,Sexual Assault,25
2010,78759,Theft,676
2011,78610,Burglary,1
2011,78610,Other,5
2011,78610,Theft,1
2011,78613,Aggravated Assault,23
2011,78613,Burglary,16
2011,78613,Motor Vehicle Theft,8
2011,78613,Other,103
2011,78613,Robbery,1
2011,78613,Sexual Assault,1
2011,78613,Theft,297
2011,78617,Aggravated Assault,134
2011,78617,Arson,3
2011,78617,Burglary,130
2011,78617,Motor Vehicle Theft,3
2011,78617,Other,697
2011,78617,Robbery,6
2011,78617,Sexual Assault,17
2011,78617,Theft,104
2011,78652,Burglary,2
2011,78652,Other,22
2011,78652,Theft,9
2011,78653,Aggravated Assault,6
2011,78653,Burglary,21
2011,78653,Other,64
2011,78653,Theft,6
2011,78660,Aggravated Assault,33
2011,78660,Burglary,70
2011,78660,Motor Vehicle Theft,6
2011,78660,Other,142
2011,78660,Sexual Assault,1
2011,78660,Theft,51
2011,78664,Aggravated Assault,2
2011,78664,Burglary,1
2011,78664,Other,7
2011,78681,Other,3
2011,78681,Theft,1
2011,78701,Aggravated Assault,925
2011,78701,Arson,1
2011,78701,Burglary,643
2011,78701,Motor Vehicle Theft,66
2011,78701,Murder,3
2011,78701,Negligent Homicide,1
2011,78701,Other,6971
2011,78701,Robbery,89
2011,78701,Sexual Assault,52
2011,78701,Theft,1561
2011,78702,Aggravated Assault,692
2011,78702,Arson,10
2011,78702,Burglary,1015
2011,78702,Motor Vehicle Theft,75
2011,78702,Murder,2
2011,78702,Other,5038
2011,78702,Robbery,93
2011,78702,Sexual Assault,58
2011,78702,Theft,885
2011,78703,Aggravated Assault,96
2011,78703,Arson,1
2011,78703,Burglary,506
2011,78703,Motor Vehicle Theft,28
2011,78703,Other,1236
2011,78703,Robbery,4
2011,78703,Sexual Assault,18
2011,78703,Theft,334
2011,78704,Aggravated Assault,633
2011,78704,Arson,6
2011,78704,Burglary,1482
2011,78704,Manslaughter,1
2011,78704,Motor Vehicle Theft,118
2011,78704,Murder,4
2011,78704,Other,5482
2011,78704,Robbery,59
2011,78704,Sexual Assault,63
2011,78704,Theft,1455
2011,78705,Aggravated Assault,246
2011,78705,Arson,2
2011,78705,Burglary,538
2011,78705,Motor Vehicle Theft,40
2011,78705,Other,1936
2011,78705,Robbery,21
2011,78705,Sexual Assault,50
2011,78705,Theft,580
2011,78712,Aggravated Assault,2
2011,78712,Motor Vehicle Theft,1
2011,78712,Other,15
2011,78712,Theft,6
2011,78717,Aggravated Assault,56
2011,78717,Burglary,91
2011,78717,Motor Vehicle Theft,8
2011,78717,Other,378
2011,78717,Sexual Assault,6
2011,78717,Theft,153
2011,78719,Aggravated Assault,15
2011,78719,Burglary,13
2011,78719,Motor Vehicle Theft,16
2011,78719,Other,428
2011,78719,Theft,114
2011,78721,Aggravated Assault,378
2011,78721,Arson,9
2011,78721,Burglary,272
2011,78721,Motor Vehicle Theft,28
2011,78721,Murder,1
2011,78721,Other,1701
2011,78721,Robbery,23
2011,78721,Sexual Assault,35
2011,78721,Theft,263
2011,78722,Aggravated Assault,77
2011,78722,Arson,2
2011,78722,Burglary,202
2011,78722,Motor Vehicle Theft,12
2011,78722,Other,675
2011,78722,Robbery,7
2011,78722,Sexual Assault,9
2011,78722,Theft,205
2011,78723,Aggravated Assault,871
2011,78723,Arson,8
2011,78723,Burglary,1032
2011,78723,Motor Vehicle Theft,116
2011,78723,Murder,2
2011,78723,Other,4403
2011,78723,Robbery,88
2011,78723,Sexual Assault,76
2011,78723,Theft,980
2011,78724,Aggravated Assault,339
2011,78724,Arson,7
2011,78724,Burglary,316
2011,78724,Motor Vehicle Theft,35
2011,78724,Other,1284
2011,78724,Robbery,10
2011,78724,Sexual Assault,34
2011,78724,Theft,201
2011,78725,Aggravated Assault,22
2011,78725,Arson,1
2011,78725,Burglary,31
2011,78725,Motor Vehicle Theft,3
2011,78725,Other,155
2011,78725,Robbery,1
2011,78725,Sexual Assault,3
2011,78725,Theft,40
2011,78726,Aggravated Assault,64
2011,78726,Burglary,75
2011,78726,Motor Vehicle Theft,8
2011,78726,Other,439
2011,78726,Robbery,2
2011,78726,Sexual Assault,7
2011,78726,Theft,107
2011,78727,Aggravated Assault,166
2011,78727,Arson,1
2011,78727,Burglary,323
2011,78727,Motor Vehicle Theft,27
2011,78727,Other,1194
2011,78727,Robbery,6
2011,78727,Sexual Assault,22
2011,78727,Theft,342
2011,78728,Aggravated Assault,7
2011,78728,Burglary,6
2011,78728,Motor Vehicle Theft,1
2011,78728,Other,58
2011,78728,Theft,18
2011,78729,Aggravated Assault,163
2011,78729,Burglary,225
2011,78729,Motor Vehicle Theft,31
2011,78729,Other,1045
2011,78729,Robbery,6
2011,78729,Sexual Assault,15
2011,78729,Theft,272
2011,78730,Aggravated Assault,13
2011,78730,Burglary,34
2011,78730,Other,85
2011,78730,Sexual Assault,1
2011,78730,Theft,29
2011,78731,Aggravated Assault,102
2011,78731,Arson,1
2011,78731,Burglary,354
2011,78731,Motor Vehicle Theft,10
2011,78731,Other,844
2011,78731,Robbery,4
2011,78731,Sexual Assault,12
2011,78731,Theft,270
2011,78732,Burglary,1
2011,78732,Other,13
2011,78732,Theft,4
2011,78733,Other,8
2011,78733,Theft,3
2011,78734,Aggravated Assault,1
2011,78734,Other,5
2011,78735,Aggravated Assault,69
2011,78735,Arson,1
2011,78735,Burglary,121
2011,78735,Motor Vehicle Theft,6
2011,78735,Other,513
2011,78735,Robbery,1
2011,78735,Sexual Assault,7
2011,78735,Theft,133
2011,78736,Aggravated Assault,20
2011,78736,Arson,1
2011,78736,Burglary,36
2011,78736,Motor Vehicle Theft,2
2011,78736,Other,190
2011,78736,Robbery,1
2011,78736,Sexual Assault,3
2011,78736,Theft,34
2011,78737,Aggravated Assault,1
2011,78737,Burglary,1
2011,78737,Other,7
2011,78737,Theft,2
2011,78738,Aggravated Assault,2
2011,78738,Other,2
2011,78739,Aggravated Assault,9
2011,78739,Arson,1
2011,78739,Burglary,67
2011,78739,Motor Vehicle Theft,1
2011,78739,Other,180
2011,78739,Sexual Assault,6
2011,78739,Theft,54
2011,78741,Aggravated Assault,1505
2011,78741,Arson,9
2011,78741,Burglary,1806
2011,78741,Motor Vehicle Theft,207
2011,78741,Murder,1
2011,78741,Other,7219
2011,78741,Robbery,181
2011,78741,Sexual Assault,125
2011,78741,Theft,1568
2011,78742,Aggravated Assault,23
2011,78742,Burglary,30
2011,78742,Motor Vehicle Theft,3
2011,78742,Other,110
2011,78742,Sexual Assault,1
2011,78742,Theft,10
2011,78744,Aggravated Assault,748
2011,78744,Arson,12
2011,78744,Burglary,1145
2011,78744,Motor Vehicle Theft,103
2011,78744,Murder,5
2011,78744,Other,4567
2011,78744,Robbery,36
2011,78744,Sexual Assault,66
2011,78744,Theft,819
2011,78745,Aggravated Assault,776
2011,78745,Arson,8
2011,78745,Burglary,1363
2011,78745,Motor Vehicle Theft,134
2011,78745,Murder,2
2011,78745,Other,4930
2011,78745,Robbery,62
2011,78745,Sexual Assault,57
2011,78745,Theft,1186
2011,78746,Aggravated Assault,54
2011,78746,Arson,1
2011,78746,Burglary,279
2011,78746,Motor Vehicle Theft,37
